period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time,away_score,away_team,home_score,home_team
Q4,00:48.2,Foul: Shooting,Joel Embiid,LaMarcus Aldridge,CC,Embiid (PHI) makes contact with Aldridge's (BKN) arm that affects his shot near the rim.,36.734695% Complete    01:06.6       To       00:48.2,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:32.8,Foul: Personal,Kevin Durant,Tobias Harris,CNC,Durant (BKN) makes marginal contact with Harris' (PHI) body that does not affect his SQBR during the driving shot attempt.,42.857143% Complete    00:48.2       To       00:26.8,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:16.7,Foul: Personal,Joel Embiid,LaMarcus Aldridge,CC,Embiid (PHI) commits a take foul on Aldridge (BKN).,20.408163% Complete    00:26.8       To       00:16.7,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:15.2,Foul: Personal,Patty Mills,Seth Curry,CC,Mills (BKN) commits a take foul on Curry (PHI).,2.0408163% Complete    00:16.7       To       00:15.1,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:14.1,Foul: Personal,Seth Curry,Kevin Durant,CC,Curry (PHI) commits a take foul on Durant (BKN).,2.0408163% Complete    00:15.1       To       00:14.1,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:10.7,Foul: Personal,Joel Embiid,James Harden,CC,Embiid (PHI) commits a take foul on Harden (BKN).,6.122449% Complete    00:14.1       To       00:10.6,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,00:10.6,Foul: Personal,Patty Mills,Joel Embiid,INC,Mills (BKN) moves through Curry's (PHI) spaces and makes contact to his lower body that dislodges him from his position.,4.0816326% Complete    00:10.6       To       00:08.1,gameId=0022100021,Nets(114) @ 76ers(109),"October 22, 2021",2021-10-25T17:47:02Z,114,Nets,109,76ers
Q4,01:49.6,Foul: Personal,Domantas Sabonis,Bam Adebayo,CNC,"Sabonis (IND) has an arm placed against Adebayo (MIA), but the contact is marginal as he deflects the throw-in.",44.89796% Complete    02:12.2       To       01:49.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,01:49.6,Stoppage: Out-of-Bounds,Pacers,Heat,IC,The ball is last touched by Adebayo (MIA) before going out of bounds and it should be Pacers' possession.,44.89796% Complete    02:12.2       To       01:49.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,01:32.4,Foul: Shooting,Bam Adebayo,Oshae Brissett,CC,Adebayo (MIA) makes contact to Brissett's (IND) arm that affects his ability to follow through during the jump shot attempt.,34.69388% Complete    01:49.6       To       01:32.3,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,01:15.0,Foul: Loose Ball,Domantas Sabonis,Bam Adebayo,CNC,Sabonis (IND) places an arm against Adebayo (MIA) with no extension and the contact during the rebound is marginal.,34.69388% Complete    01:32.3       To       01:15.0,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,01:01.7,Turnover:  Out of Bounds - Bad Pass Turn,Malcolm Brogdon,Bam Adebayo,CC,Brogdon (IND) throws the ball out of bounds.,26.530613% Complete    01:15.0       To       01:01.7,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:51.6,Foul: Shooting,Malcolm Brogdon,Tyler Herro,CNC,"Brogdon (IND) legally contests Herro's (MIA) jump shot attempt.  Any ""high-five"" contact after the release is considered incidental.",22.44898% Complete    01:01.7       To       00:49.9,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:41.0,Foul: Shooting,Jimmy Butler,Malcolm Brogdon,CNC,Butler (MIA) legally contests Brogdon's (IND) driving shot attempt and the contact is marginal.,20.408163% Complete    00:49.9       To       00:39.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:36.0,Foul: Personal Take,Oshae Brissett,Jimmy Butler,CC,Brissett (IND) commits a take foul on Butler (MIA).,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:27.5,Foul: Personal,Chris Duarte,Duncan Robinson,CNC,Duarte (IND) has an arm placed on Robinson's (MIA) back and the contact does not affect his FOM.,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:18.4,Foul: Shooting,Domantas Sabonis,Jimmy Butler,CNC,Sabonis (IND) jumps vertically and absorbs the contact from Butler (MIA) during his driving shot attempt.,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:17.0,Stoppage: Out-of-Bounds,Pacers,Heat,CNC,Brogdon (IND) blocks the shot attempt and is the last player to touch the ball before it goes out of bounds.,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:16.1,Turnover: Traveling,Jimmy Butler,Pacers,INC,Butler (MIA) gathers the ball and takes three steps before his jump shot attempt.,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:10.6,Foul: Loose Ball,Domantas Sabonis,Bam Adebayo,CNC,Sabonis (IND) makes incidental contact with Adebayo's (MIA) body as he gains control of the rebound.,59.183674% Complete    00:39.6       To       00:10.6,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:03.7,N/A,Pacers,Heat,NA,The Pacers signal to call timeout and it is acknowledged by the official with 3.8 seconds remaining.,18.367348% Complete    00:10.6       To       00:00.8,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,00:03.0,Foul: Shooting,Tyler Herro,Chris Duarte,CNC,Herro (MIA) legally contests Duarte's (IND) jump shot attempt.,18.367348% Complete    00:10.6       To       00:00.8,gameId=0022100028,Heat(91) @ Pacers(102),"October 23, 2021",2021-10-25T17:46:54Z,91,Heat,102,Pacers
Q4,01:44.1,Foul: Loose Ball,Terance Mann,Brandon Clarke,CC,"During the rebound, Mann (LAC) grabs Clarke's (MEM) jersey and impedes his ability to retrieve the rebound.",28.571428% Complete    01:44.1       To       01:29.9,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,01:43.0,Turnover: Stepped out of Bounds,Paul George,Grizzlies,CC,George (LAC) steps out of bounds as he attempts to retrieve the rebound.,28.571428% Complete    01:44.1       To       01:29.9,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,01:35.4,Foul: Shooting,Eric Bledsoe,De'Anthony Melton,CNC,"During the drive, Bledsoe (LAC) legally contests Melton's (MEM) shot attempt, and makes marginal contact with his off arm near the rim.",28.571428% Complete    01:44.1       To       01:29.9,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,01:29.9,Foul: Loose Ball,Terance Mann,Brandon Clarke,CNC,Contact between Mann (LAC) and Clarke (MEM) during the rebound is marginal.,28.571428% Complete    01:44.1       To       01:29.9,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,01:29.9,Stoppage: Out-of-Bounds,Brandon Clarke,Clippers,CC,Clarke (MEM) is the last to touch the ball before it goes out of bounds. Possession is correctly awarded to Los Angeles.,28.571428% Complete    01:44.1       To       01:29.9,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:52.2,Foul: Shooting,Reggie Jackson,Desmond Bane,CNC,Jackson (LAC) makes marginal contact with Bane's (MEM) body during his shooting motion that does not affect his jump shot attempt.,44.89796% Complete    01:13.5       To       00:50.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:45.1,Foul: Offensive,Paul George,De'Anthony Melton,INC,George (LAC) hooks Melton (MEM) during the drive to the basket.,22.44898% Complete    00:50.7       To       00:39.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:40.8,Foul: Shooting,Brandon Clarke,Paul George,CNC,Clarke (MEM) jumps vertically and maintains a legal vertical position contesting the driving shot attempt by George (LAC).,22.44898% Complete    00:50.7       To       00:39.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:32.9,Turnover: Backcourt Turnover,Brandon Clarke,NA,CNC,"As Clarke (MEM) jumps from the backcourt, he establishes frontcourt position with his right foot prior to receiving the pass.",46.938774% Complete    00:39.7       To       00:16.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:18.4,Foul: Shooting,Eric Bledsoe,Jaren Jackson Jr.,CNC,Bledsoe (LAC) avoids making contact with Jackson Jr.'s (MEM) arm during his shooting motion on the jump shot attempt.,46.938774% Complete    00:39.7       To       00:16.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:18.4,Foul: Offensive,Jaren Jackson Jr.,Eric Bledsoe,CNC,Jackson Jr. (MEM) extends his off-arm outwards but the contact with Bledsoe (LAC) is marginal.,46.938774% Complete    00:39.7       To       00:16.7,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:14.6,Foul: Shooting,De'Anthony Melton,Paul George,CNC,Melton (MEM) legally contests George's (LAC) jump shot attempt.,8.163265% Complete    00:16.7       To       00:12.6,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:11.3,Foul: Personal,Luke Kennard,Desmond Bane,CC,Kennard (LAC) commits a take foul on Bane (MEM).,2.0408163% Complete    00:12.6       To       00:11.3,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:08.5,Foul: Personal,De'Anthony Melton,Paul George,CNC,Melton (MEM) makes contact to the arm of George (LAC) in transition but the contact is marginal.,12.244898% Complete    00:11.3       To       00:05.3,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,00:07.2,Foul: Shooting,De'Anthony Melton,Paul George,CNC,Melton (MEM) jumps vertically and maintains a legal vertical position contesting the jump shot attempt by George (LAC).,12.244898% Complete    00:11.3       To       00:05.3,gameId=0022100034,Grizzlies(120) @ Clippers(114),"October 23, 2021",2021-10-25T17:46:58Z,120,Grizzlies,114,Clippers
Q4,01:58.0,Foul: Loose Ball,De'Anthony Melton,LeBron James,CNC,Melton (MEM) and James (LAL) make incidental contact with one another as they each attempt to gain control of the loose ball.,30.612246% Complete    02:11.7       To       01:56.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:56.1,Turnover:  Out of Bounds - Bad Pass Turn,LeBron James,Grizzlies,CC,James (LAL) touches the ball last before it goes out of bounds.,30.612246% Complete    02:11.7       To       01:56.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:53.0,Foul: Personal,Kent Bazemore,Ja Morant,CNC,Bazemore (LAL) brushes Morant's (MEM) left arm/side and marginal contact occurs at the end of Morant's drive.,14.285714% Complete    01:56.0       To       01:48.3,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:50.0,Foul: Personal,Kent Bazemore,Jaren Jackson Jr.,CNC,Bazemore's (LAL) arms extend forward as he braces for the impending contact with Jackson Jr. (MEM) during the drive and the contact is marginal.,14.285714% Complete    01:56.0       To       01:48.3,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:48.4,Foul: Shooting,Kent Bazemore,Jaren Jackson Jr.,CC,Bazemore (LAL) initiates contact across Jackson Jr.'s (MEM) left arm and causes Jackson Jr. to lose control of the ball after his gather.,14.285714% Complete    01:56.0       To       01:48.3,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:36.5,Foul: Personal,Desmond Bane,LeBron James,CNC,Bane (MEM) engages and disengages with James (LAL) near the elbow.,46.938774% Complete    01:48.3       To       01:24.4,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:33.7,Foul: Personal,Steven Adams,Russell Westbrook,CNC,Adams (MEM) and Westbrook (LAL) engage and disengage with one another as the screen is set.,46.938774% Complete    01:48.3       To       01:24.4,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:31.0,Foul: Offensive,Anthony Davis,Desmond Bane,CNC,Davis (LAL) re-establishes slightly in Bane's (MEM) path and marginal contact occurs to Bane's upper half as Davis sets the pick.,46.938774% Complete    01:48.3       To       01:24.4,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:26.5,Foul: Offensive,LeBron James,Desmond Bane,CNC,James (LAL) extends his right leg and marginal contact occurs with Bane's (MEM) leg during the follow-through of James' jump shot attempt.,46.938774% Complete    01:48.3       To       01:24.4,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:24.4,Foul: Loose Ball,Anthony Davis,Jaren Jackson Jr.,CNC,Davis (LAL) brushes Jackson Jr.'s (MEM) side and marginal body contact occurs as Jackson Jr. retrieves the rebound.,46.938774% Complete    01:48.3       To       01:24.4,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:19.8,Foul: Shooting,Kent Bazemore,Desmond Bane,CNC,Bazemore (LAL) extends his right forearm forward and incidental contact occurs with Bane's (MEM) head/neck area after his gather.,10.204082% Complete    01:24.4       To       01:18.8,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:10.0,Foul: Offensive,Anthony Davis,Ja Morant,CNC,"Davis (LAL) establishes himself in a screening position in Morant's (MEM) view and gives Morant a step of distance to avoid the contact, which Davis absorbs.",26.530613% Complete    01:18.8       To       01:05.8,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:07.8,Foul: Shooting,Steven Adams,Russell Westbrook,CNC,Adams (MEM) cleanly blocks Westbrook's (LAL) shot attempt near the rim.,26.530613% Complete    01:18.8       To       01:05.8,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:07.2,Foul: Loose Ball,Carmelo Anthony,De'Anthony Melton,CNC,Anthony (LAL) and Melton (MEM) come together at the same spot in the lane and marginal contact occurs to Melton's upper half as Anthony releases away to retrieve the rebound.,26.530613% Complete    01:18.8       To       01:05.8,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:06.5,Foul: Shooting,De'Anthony Melton,Carmelo Anthony,CNC,Melton (MEM) brushes Anthony's (LAL) left arm and marginal contact occurs during the layup attempt.,26.530613% Complete    01:18.8       To       01:05.8,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:00.0,Foul: Offensive,Steven Adams,Carmelo Anthony,CNC,Adams (MEM) and Anthony (LAL) engage and disengage with one another in the lane.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:58.2,Turnover: 3 Second Violation,Steven Adams,Lakers,CNC,Adams (MEM) is deemed to be imminently exiting the lane within three seconds.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:57.6,Foul: Shooting,Carmelo Anthony,Ja Morant,CNC,Replay review of the foul called on Anthony (LAL) pursuant to a coach's challenge was deemed successful. Anthony dislodges the ball away from Morant (MEM) prior to incidental arm contact occurring.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:53.4,Foul: Offensive,Steven Adams,Anthony Davis,CNC,Adams (MEM) engages and disengages with Davis (LAL) as Davis moves to defend the shot.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:52.1,Foul: Shooting,Anthony Davis,Ja Morant,CNC,Davis (LAL) jumps along Morant's (MEM) path to the basket and marginal contact occurs during his driving shot attempt.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:50.0,Foul: Away from Play,Russell Westbrook,De'Anthony Melton,CNC,Westbrook (LAL) moves over the screen and marginal contact occurs with Melton's (MEM) upper half during the inbound.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:50.0,Stoppage: Out-of-Bounds,Kent Bazemore,Grizzlies,CC,Bazemore (LAL) touches the ball last before it goes out of bounds.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:50.0,Foul: Offensive,Steven Adams,Anthony Davis,CNC,Adams (MEM) extends outward as he firms up in his screening position and some contact occurs with Anthony's (LAL) upper half as Anthony attempts to get over. The contact is marginal.,30.612246% Complete    01:05.8       To       00:50.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:49.0,Foul: Away from Play,Russell Westbrook,De'Anthony Melton,CNC,Westbrook (LAL) and Melton (MEM) engage and disengage with one another during the inbound.,14.285714% Complete    00:49.0       To       00:41.9,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:48.4,Foul: Personal,Steven Adams,Anthony Davis,CNC,Replay review of the foul called on Adams (MEM) pursuant to a coach's challenge was deemed successful. Adams retreats away from Davis (LAL) before Davis falls to the floor on his own after stealing the inbound. The game clock was reset to 0:49.0 after review.,2.0408163% Complete    00:50.0       To       00:49.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:42.8,Turnover: Out of Bounds,Ja Morant,Lakers,INC,Morant's (MEM) right foot lands out of bounds while he still maintains possession of the ball.,14.285714% Complete    00:49.0       To       00:41.9,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:40.8,Foul: Personal,Steven Adams,Kent Bazemore,CNC,Adams (MEM) moves into Bazemore's (LAL) space and marginal body contact occurs after Bazemore steals the ball.,46.938774% Complete    00:41.9       To       00:18.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:37.8,Foul: Personal,Desmond Bane,LeBron James,CC,Bane (MEM) delivers contact to James' (LAL) back after James receives the pass.,46.938774% Complete    00:41.9       To       00:18.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:25.5,Foul: Offensive,Carmelo Anthony,De'Anthony Melton,CNC,"Anthony (LAL) and Melton (MEM) engage and disengage with one another off-ball. Upon disengaging, Anthony grasps and then quickly releases Melton's jersey as he receives the entry pass.",46.938774% Complete    00:41.9       To       00:18.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:21.5,Foul: Shooting,De'Anthony Melton,Carmelo Anthony,CNC,Melton (MEM) legally contests Anthony's (LAL) jump shot attempt.,46.938774% Complete    00:41.9       To       00:18.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:18.9,Foul: Personal,Steven Adams,Russell Westbrook,CNC,Adams (MEM) makes clean with the ball and dislodges it away from Westbrook (LAL) before he or Jackson Jr. make any incidental contact with Westbrook thereafter.,46.938774% Complete    00:41.9       To       00:18.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:17.4,Turnover: Out of Bounds,Jaren Jackson Jr.,Lakers,CNC,The ball touches Jackson Jr.'s (MEM) right hand and then is saved prior to making contact with the baseline.,14.285714% Complete    00:18.1       To       00:11.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:11.2,Foul: Personal,Kent Bazemore,Ja Morant,CC,Bazemore (LAL) commits a take foul on Morant (MEM).,14.285714% Complete    00:18.1       To       00:11.1,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:07.3,Foul: Personal Take,Ja Morant,Malik Monk,CC,Morant (MEM) commits a take foul on Monk (LAL).,6.122449% Complete    00:11.1       To       00:07.3,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:06.6,Foul: Personal,Anthony Davis,Jaren Jackson Jr.,CC,Davis (LAL) commits a take foul on Jackson Jr. (MEM).,1% Complete    00:07.3       To       00:06.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:06.6,Foul: Away from Play,Jaren Jackson Jr.,Anthony Davis,CNC,"Jackson Jr. (MEM) extends his arm outward and initiates contact with Davis' (LAL) upper half and side, affecting his SQBR during the inbound.",2.0408163% Complete    00:06.5       To       00:05.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:06.5,Foul: Offensive,Anthony Davis,Ja Morant,CNC,Davis (LAL) establishes himself in a screening position in Morant's (MEM) path and does not deliver the contact.,2.0408163% Complete    00:06.5       To       00:05.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:05.6,Foul: Personal,Jaren Jackson Jr.,Anthony Davis,CC,Jackson Jr. (MEM) commits a take foul on Davis (LAL).,2.0408163% Complete    00:06.5       To       00:05.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:02.5,Foul: Shooting,Kent Bazemore,Ja Morant,CC,Bazemore (LAL) initiates contact with Morant's (MEM) right arm during his upward shooting motion and affects his jump shot attempt.,6.122449% Complete    00:05.5       To       00:02.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:02.5,Foul: Loose Ball,Steven Adams,Anthony Davis,CNC,Adams (MEM) and Davis (LAL) grasp each other's arm during rebounding and marginal contact occurs as the rebound falls overhead.,6.122449% Complete    00:05.5       To       00:02.5,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:01.9,Foul: Personal,Steven Adams,Carmelo Anthony,CC,"Adams (MEM) commits a take foul on Anthony (LAL). After communicating with the Replay Center, it was determined the foul occurred with 1.9 seconds remaining in the quarter.",4.0816326% Complete    00:02.5       To       00:00.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,00:01.9,Foul: Personal,Russell Westbrook,Desmond Bane,CNC,"Westbrook (LAL) cleanly steals the inbound pass intended for Bane (MEM). After conferencing, the crew determined an inadvertent whistle was blown with 0.3 seconds remaining in the quarter.",4.0816326% Complete    00:02.5       To       00:00.0,gameId=0022100040,Grizzlies(118) @ Lakers(121),"October 24, 2021",2021-10-26T20:38:50Z,118,Grizzlies,121,Lakers
Q4,01:53.9,Foul: Personal,Dennis Schroder,Mason Plumlee,CC,Schroder (BOS) commits a take foul on Plumlee (CHA).,18.367348% Complete    02:03.7       To       01:53.8,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,01:15,Foul: Shooting,Gordon Hayward,Jayson Tatum,CNC,Hayward (CHA) legally contests Tatum's (BOS) jump shot attempt.,36.734695% Complete    01:29.1       To       01:11.0,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
